,test_error,train_error,train_loss,test_error_std,train_error_std,train_loss_std,lambda,probability,sample_complexity,samples,penalty,d,q,q_std,m,m_std,b,b_std
0,0.316,0.0,2.7228563949499894e-08,0.06916646586316233,0.0,3.84902436801149e-09,0.0001,0.5,0.1,50,l2,500,0.18519121587260448,0.013166647176489039,0.18043694577690955,0.021421934368524576,0.0,0.0
1,0.2945714285714286,0.0,2.492908446625497e-07,0.032662779166157056,0.0,7.780512761650202e-08,0.0001,0.5,0.7,350,l2,500,1.870401014209106,0.2431923038564313,0.5764612590046783,0.044945753216650994,0.0,0.0
2,0.30323076923076925,0.0016923076923076818,0.04167879109975204,0.02357864844985593,0.0016062010013708507,0.007521686763178569,0.0001,0.5,1.3,650,l2,500,2.7057323314555353,0.252786954284753,0.6458699602390818,0.03875551499541492,0.0,0.0
3,0.23821052631578948,0.01863157894736841,0.09330294152552755,0.012640786118126128,0.004870625390003905,0.006066647191315734,0.0001,0.5,1.9,950,l2,500,1.1794256763945394,0.04954700663245885,0.6088684608069567,0.014838249626373978,0.0,0.0
4,0.20183999999999996,0.03519999999999999,0.1208021205848401,0.010418752324534831,0.0062070927172066595,0.008356740011248457,0.0001,0.5,2.5,1250,l2,500,0.8253407039201969,0.031794631756237715,0.6003457500294023,0.01746713100276824,0.0,0.0
5,0.18735483870967742,0.05316129032258067,0.1415764316770725,0.01721795157385408,0.01014032655710375,0.008060608721013407,0.0001,0.5,3.1,1550,l2,500,0.6967319283880427,0.025018858133832544,0.5790460300424225,0.022933987383087117,0.0,0.0
6,0.17371552190373177,0.06289886425094646,0.15240759779980198,0.009369997978456569,0.006676822338531958,0.0060966570935120186,0.0001,0.5,3.6999999999999997,1849,l2,500,0.6069913380369911,0.021658003994766,0.5827195402744817,0.012737314950589228,0.0,0.0
7,0.1687906976744186,0.06972093023255815,0.16347476640195133,0.015328316091543493,0.008057258584685397,0.009126960547136348,0.0001,0.5,4.3,2150,l2,500,0.5583858420143228,0.02738826643698468,0.5702670479204526,0.020127468012463783,0.0,0.0
8,0.16178031849734587,0.07880767660269497,0.1761929739118579,0.009640046163838362,0.00701329687109745,0.0091751517895568,0.0001,0.5,4.8999999999999995,2449,l2,500,0.5056545016260363,0.01600355867702815,0.5593245460816582,0.016352878200789036,0.0,0.0
